ID_клиента,Возраст,Пол,Город,Банк,Тип_клиента,Канал_обслуживания,Кредитный_рейтинг,Срок_обслуживания_лет,Баланс,Количество_продуктов,Есть_кредитная_карта,Активный_клиент,Примерная_зарплата,Количество_жалоб,Обращения_в_поддержку,Использование_приложения_в_месяц,Сумма_кредитов,Просрочки_по_кредитам,Средняя_оценка_сервиса,Отток
2883,34,Женщина,Алматы,Halyk Bank,Новый,Отделение,577,0,201000.5,1,1,0,119303.21,0,2,21,1336407.66,0,3.4,1
2884,47,Мужчина,Алматы,Halyk Bank,Обычный,Интернет-банк,701,3,227617.94,2,1,1,169449.6,1,3,21,84089.22,0,3.2,1
2885,18,Мужчина,Актобе,Halyk Bank,Новый,Мобильное приложение,478,8,21315.53,3,1,0,305244.41,1,4,19,834675.68,0,4.5,0
2886,36,Мужчина,Актобе,ForteBank,Обычный,Мобильное приложение,491,3,199456.33,2,1,1,140753.05,1,3,6,1355401.85,0,4.0,0
2887,35,Мужчина,Алматы,Kaspi Bank,Обычный,Отделение,628,9,99980.11,2,1,1,165989.34,1,3,0,1256268.97,0,3.5,0
2888,58,Женщина,Караганда,Jusan Bank,Премиальный,Мобильное приложение,597,0,18178.13,2,1,0,270607.71,0,3,13,1280005.5,1,4.8,0
2889,37,Женщина,Астана,Halyk Bank,Обычный,Отделение,744,4,19095.62,3,1,1,110349.76,0,1,0,910797.52,0,4.3,0
2890,46,Женщина,Астана,Kaspi Bank,Обычный,Интернет-банк,756,5,182201.56,2,1,1,258437.04,1,2,13,1048795.81,0,4.7,0
2891,43,Женщина,Караганда,ForteBank,Новый,Мобильное приложение,765,0,208396.0,2,1,1,257277.61,3,0,14,885891.59,2,4.8,0
2892,18,Женщина,Шымкент,Jusan Bank,Новый,Мобильное приложение,703,7,119906.03,3,1,0,276888.71,2,1,10,1023887.28,1,4.6,0
2893,51,Женщина,Караганда,Kaspi Bank,Обычный,Колл-центр,707,0,234922.8,2,0,0,229693.21,2,4,16,649387.81,0,3.0,0
2894,44,Мужчина,Алматы,Kaspi Bank,Обычный,Колл-центр,534,5,8128.78,2,1,1,89996.75,2,1,22,525738.61,1,3.7,0
2895,48,Женщина,Алматы,Jusan Bank,Обычный,Отделение,775,8,132653.27,1,0,0,334458.78,1,0,11,1252749.86,0,3.5,0
2896,75,Мужчина,Алматы,Bereke Bank,Новый,Мобильное приложение,762,2,163642.8,4,0,1,269122.91,2,5,10,38424.62,0,5.0,0
2897,18,Мужчина,Астана,Kaspi Bank,Обычный,Интернет-банк,525,4,162855.11,3,1,1,288224.32,0,3,21,1066074.01,0,3.8,0
2898,62,Мужчина,Астана,Bereke Bank,Новый,Мобильное приложение,692,0,3786.9,1,1,1,50000.0,1,0,19,524613.79,0,4.0,0
2899,38,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,600,0,161087.97,1,0,0,134331.65,3,3,8,897014.36,0,4.7,1
2900,45,Мужчина,Астана,Bereke Bank,Новый,Интернет-банк,816,1,116916.24,1,1,1,273155.59,1,2,18,702957.39,1,3.6,0
2901,41,Мужчина,Астана,ForteBank,Премиальный,Интернет-банк,562,5,157498.85,1,1,1,148034.35,0,2,9,628605.93,2,3.4,0
2902,36,Мужчина,Караганда,Jusan Bank,Новый,Мобильное приложение,658,6,43002.78,2,1,1,199936.93,0,3,13,1019855.78,0,4.7,0
2903,35,Женщина,Шымкент,Jusan Bank,Премиальный,Мобильное приложение,666,4,214062.59,2,1,0,168394.47,1,2,12,1167038.22,1,3.0,0
2904,45,Женщина,Шымкент,Kaspi Bank,Премиальный,Колл-центр,645,0,154073.27,1,1,1,366645.21,0,1,0,1404866.3,1,4.2,0
2905,23,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,843,0,142183.87,1,0,1,148163.82,2,1,11,1318745.8,1,3.5,0
2906,51,Мужчина,Астана,Halyk Bank,Премиальный,Мобильное приложение,802,0,182335.64,2,1,0,302091.05,2,2,7,864316.31,0,4.3,1
2907,37,Мужчина,Алматы,Kaspi Bank,Новый,Интернет-банк,502,2,180650.47,1,1,0,244312.4,2,2,12,735521.92,1,2.7,0
2908,28,Женщина,Алматы,Halyk Bank,Обычный,Отделение,693,3,177309.89,1,1,1,216929.0,2,3,14,843151.96,2,3.7,1
2909,36,Мужчина,Алматы,Bereke Bank,Обычный,Колл-центр,648,7,143921.11,1,0,0,127661.11,0,3,10,678816.8,0,4.2,0
2910,57,Женщина,Алматы,Kaspi Bank,Новый,Колл-центр,725,8,132669.38,1,1,1,72900.7,1,2,22,1126661.85,2,5.0,0
2911,35,Женщина,Шымкент,Halyk Bank,Обычный,Колл-центр,669,4,95773.36,2,1,1,112870.66,1,2,5,851132.52,0,3.0,0
2912,46,Женщина,Павлодар,Halyk Bank,Обычный,Интернет-банк,576,10,77849.17,2,1,1,131214.42,1,0,13,810510.14,0,2.9,0
2913,33,Женщина,Алматы,ForteBank,Обычный,Отделение,556,3,113618.16,2,0,0,197793.07,2,1,5,269789.53,0,3.7,1
2914,51,Мужчина,Актобе,Kaspi Bank,Премиальный,Колл-центр,613,9,179107.4,1,1,0,182885.71,2,3,13,1836051.24,0,3.3,0
2915,50,Мужчина,Алматы,Kaspi Bank,Обычный,Колл-центр,639,8,182970.54,2,1,1,136367.55,1,2,19,642861.12,0,2.8,0
2916,64,Женщина,Шымкент,Jusan Bank,Новый,Интернет-банк,667,5,0.0,2,0,1,213578.88,0,5,21,1603816.56,0,3.9,0
2917,39,Мужчина,Шымкент,Jusan Bank,Премиальный,Колл-центр,598,2,175033.44,3,0,0,188339.98,0,3,0,1089399.87,1,4.8,1
2918,50,Мужчина,Актобе,Jusan Bank,Новый,Интернет-банк,803,6,13314.3,2,1,0,103769.07,2,2,7,1100284.79,0,4.1,0
2919,43,Мужчина,Алматы,Jusan Bank,Премиальный,Мобильное приложение,698,8,103133.02,1,1,1,278016.77,2,6,14,309079.7,0,5.0,0
2920,57,Мужчина,Алматы,Halyk Bank,Премиальный,Мобильное приложение,728,9,181371.62,4,1,1,98367.84,1,1,5,1204397.72,2,1.8,0
2921,33,Мужчина,Алматы,ForteBank,Премиальный,Мобильное приложение,637,1,88260.54,1,0,0,76381.86,0,1,11,974621.54,0,4.5,0
2922,50,Мужчина,Астана,Halyk Bank,Обычный,Мобильное приложение,556,8,93025.33,2,1,0,262008.91,3,2,16,1102410.0,0,3.3,0
2923,39,Женщина,Актобе,Kaspi Bank,Обычный,Мобильное приложение,729,1,90686.73,1,1,0,382802.88,0,1,16,1124212.23,0,4.0,0
2924,41,Женщина,Караганда,Halyk Bank,Обычный,Мобильное приложение,560,4,133591.75,2,1,0,276110.19,2,2,16,1369417.76,0,4.2,0
2925,43,Женщина,Караганда,Kaspi Bank,Обычный,Интернет-банк,467,0,52386.13,1,1,0,254137.14,0,1,7,1219253.49,1,3.4,0
2926,45,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,700,1,156342.83,2,1,1,221124.58,1,4,4,2011536.15,0,3.8,1
2927,40,Мужчина,Актобе,Kaspi Bank,Обычный,Мобильное приложение,581,6,192097.78,2,1,1,206034.66,1,3,21,1414931.11,0,3.6,0
2928,44,Мужчина,Астана,ForteBank,Обычный,Колл-центр,619,3,241211.74,2,0,1,245535.17,1,1,21,1093348.81,0,3.7,0
2929,60,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,712,6,94654.48,2,1,1,242008.29,1,1,26,1163654.93,0,3.3,0
2930,53,Женщина,Актобе,ForteBank,Обычный,Мобильное приложение,566,3,212719.45,1,1,0,162961.22,2,1,14,844089.5,0,4.6,0
2931,52,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,505,0,117393.32,2,0,1,126622.72,1,6,17,1055341.46,0,3.0,0
2932,36,Мужчина,Алматы,Bereke Bank,Обычный,Мобильное приложение,759,5,98952.47,2,1,0,203588.11,0,1,10,552103.61,0,5.0,0
2933,31,Мужчина,Алматы,Kaspi Bank,Обычный,Интернет-банк,644,8,131172.45,1,0,0,154922.43,0,2,0,804452.46,1,3.4,0
2934,53,Женщина,Шымкент,ForteBank,Новый,Интернет-банк,763,5,124672.78,2,0,0,192587.39,2,4,0,485602.88,1,4.4,0
2935,52,Женщина,Шымкент,ForteBank,Обычный,Интернет-банк,706,10,140139.87,2,1,0,121569.22,1,3,13,951465.01,1,4.7,0
2936,59,Женщина,Алматы,Bereke Bank,Обычный,Интернет-банк,709,6,16878.54,2,1,1,207213.64,1,3,0,568344.15,1,4.0,0
2937,34,Мужчина,Караганда,Halyk Bank,Обычный,Мобильное приложение,664,6,128406.26,3,0,1,89027.6,1,0,0,531503.59,1,3.3,0
2938,39,Мужчина,Караганда,Halyk Bank,Новый,Колл-центр,664,0,80888.79,3,1,1,167136.33,2,4,1,1232404.97,0,4.2,0
2939,22,Женщина,Павлодар,Kaspi Bank,Обычный,Колл-центр,752,1,240162.89,1,0,1,272458.3,3,2,15,1471208.22,1,4.5,0
2940,37,Женщина,Шымкент,Kaspi Bank,Новый,Интернет-банк,723,0,69478.56,2,1,1,273682.28,1,0,10,180201.23,1,4.6,0
2941,53,Женщина,Караганда,Halyk Bank,Обычный,Мобильное приложение,596,0,79377.85,1,0,0,158363.46,1,2,14,408147.25,0,4.8,0
2942,36,Женщина,Караганда,Jusan Bank,Обычный,Мобильное приложение,694,7,83709.65,1,1,1,126093.4,2,2,20,1605889.7,0,4.7,0
2943,49,Женщина,Алматы,Kaspi Bank,Новый,Мобильное приложение,594,3,104162.61,1,1,1,214791.3,1,4,6,337250.88,0,3.5,0
2944,39,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,621,9,162035.25,4,1,1,138697.22,1,5,4,163785.27,1,4.0,0
2945,45,Мужчина,Астана,Kaspi Bank,Премиальный,Отделение,701,10,70970.48,4,0,1,317548.29,3,3,6,299985.77,0,3.7,0
2946,28,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,592,7,161626.15,2,1,0,184610.64,2,0,19,967284.52,2,3.1,0
2947,43,Женщина,Алматы,Bereke Bank,Обычный,Мобильное приложение,663,4,55942.13,1,1,1,104255.45,2,1,8,1433245.84,0,3.9,0
2948,18,Мужчина,Астана,Jusan Bank,Обычный,Отделение,684,0,178164.45,1,1,0,214259.04,1,3,2,701897.5,0,4.6,0
2949,39,Женщина,Алматы,Halyk Bank,Новый,Мобильное приложение,619,8,195780.79,1,1,0,236569.63,3,0,6,418258.2,0,4.4,0
2950,22,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,714,2,29708.96,1,1,0,94993.54,1,7,16,1152553.42,1,5.0,0
2951,56,Женщина,Астана,Bereke Bank,Обычный,Интернет-банк,610,6,91990.0,2,0,0,179723.54,2,2,21,1058521.29,1,3.9,0
2952,51,Мужчина,Караганда,Kaspi Bank,Новый,Колл-центр,734,6,173079.52,2,1,1,138706.69,2,2,0,701441.3,0,3.0,0
2953,47,Мужчина,Актобе,ForteBank,Новый,Отделение,661,10,69591.53,2,0,1,105624.29,3,3,21,841224.03,0,4.5,0
2954,60,Женщина,Астана,Bereke Bank,Обычный,Интернет-банк,665,9,153147.81,2,1,1,204417.15,0,2,0,617869.3,0,3.5,0
2955,30,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,569,9,72220.49,2,1,1,344096.94,1,2,10,913237.4,1,3.5,0
2956,62,Женщина,Астана,Kaspi Bank,Премиальный,Мобильное приложение,628,10,163940.64,2,0,1,183559.98,1,0,11,949161.62,0,4.9,0
2957,53,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,667,3,141187.47,4,0,1,247387.14,1,2,12,538952.45,1,3.9,0
2958,39,Мужчина,Алматы,Bereke Bank,Обычный,Мобильное приложение,742,7,182442.53,2,1,1,212408.19,2,3,7,593753.8,2,3.8,0
2959,55,Женщина,Караганда,Kaspi Bank,Обычный,Отделение,621,7,139332.93,3,0,1,213028.91,1,4,0,1565216.27,0,3.9,0
2960,28,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,741,1,177544.21,1,0,1,177315.81,2,4,12,846682.34,0,3.3,0
2961,32,Женщина,Караганда,Jusan Bank,Обычный,Мобильное приложение,581,7,139994.39,3,1,0,188883.94,0,2,26,747125.39,0,4.4,0
2962,34,Мужчина,Шымкент,Jusan Bank,Обычный,Колл-центр,680,10,136572.98,2,1,1,214404.75,3,2,13,484888.81,1,3.9,0
2963,35,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,604,4,250683.72,1,1,1,50000.0,1,0,5,897688.82,0,4.8,0
2964,29,Мужчина,Астана,Kaspi Bank,Обычный,Интернет-банк,788,1,96572.32,1,0,0,161589.14,2,3,10,1248599.31,0,4.1,0
2965,56,Женщина,Астана,ForteBank,Обычный,Мобильное приложение,772,5,119766.68,1,1,1,198176.74,1,2,20,309703.95,1,4.0,0
2966,38,Женщина,Астана,Kaspi Bank,Обычный,Отделение,675,10,89621.19,2,1,0,50000.0,0,0,2,381615.32,1,4.1,0
2967,46,Мужчина,Астана,Kaspi Bank,Новый,Колл-центр,601,7,99427.85,2,1,1,69689.57,1,3,6,582048.7,1,2.3,0
2968,35,Мужчина,Павлодар,Jusan Bank,Новый,Интернет-банк,513,3,104657.87,1,1,0,253845.32,4,0,10,2117888.63,0,3.6,1
2969,20,Женщина,Караганда,Kaspi Bank,Премиальный,Мобильное приложение,684,9,134777.22,2,0,1,50000.0,2,1,4,1313299.43,0,3.5,0
2970,45,Мужчина,Актобе,Kaspi Bank,Новый,Мобильное приложение,668,8,109325.52,3,1,0,176156.1,2,2,0,646708.68,0,3.0,1
2971,19,Женщина,Алматы,Halyk Bank,Новый,Мобильное приложение,727,7,162966.89,1,1,1,135468.56,0,3,0,890348.23,1,3.1,0
2972,41,Женщина,Алматы,Halyk Bank,Обычный,Отделение,518,6,109289.96,3,0,0,50000.0,0,1,13,451501.2,0,4.7,0
2973,25,Мужчина,Алматы,ForteBank,Обычный,Отделение,662,6,166304.79,3,1,1,275603.91,2,1,16,855405.11,2,2.8,1
2974,65,Мужчина,Алматы,Jusan Bank,Обычный,Отделение,688,7,175554.38,1,1,0,109984.02,1,1,0,1499330.17,1,3.6,0
2975,52,Женщина,Астана,ForteBank,Обычный,Мобильное приложение,568,6,115932.57,2,1,1,313199.94,0,0,9,483888.73,0,3.0,0
2976,43,Мужчина,Шымкент,ForteBank,Премиальный,Мобильное приложение,660,0,12582.36,2,1,1,158172.1,0,3,5,870874.95,0,3.7,0
2977,57,Мужчина,Астана,ForteBank,Новый,Мобильное приложение,584,4,152188.72,4,0,1,140756.64,3,4,5,713413.45,0,4.3,0
2978,31,Женщина,Актобе,Kaspi Bank,Обычный,Интернет-банк,575,1,146737.67,3,1,1,205640.51,1,2,6,759926.0,1,4.5,0
2979,48,Женщина,Павлодар,Halyk Bank,Обычный,Колл-центр,602,4,79904.46,2,1,1,50000.0,2,0,22,1380606.71,0,4.2,0
2980,44,Женщина,Алматы,ForteBank,Новый,Мобильное приложение,626,4,55814.24,4,1,1,144601.3,0,1,10,536250.31,1,4.0,0
2981,45,Мужчина,Актобе,Kaspi Bank,Обычный,Отделение,761,5,103836.44,4,0,1,141988.96,1,2,6,1517241.87,0,5.0,0
2982,57,Мужчина,Астана,Kaspi Bank,Обычный,Мобильное приложение,621,5,104358.58,3,1,1,125863.55,4,4,13,566379.96,0,5.0,0
2983,50,Мужчина,Астана,Halyk Bank,Обычный,Отделение,573,5,122558.15,1,1,0,79675.27,1,1,19,1058771.43,1,4.2,0
2984,45,Мужчина,Караганда,Halyk Bank,Премиальный,Мобильное приложение,723,6,118208.66,2,0,1,162744.76,0,1,11,337472.91,0,5.0,0
2985,22,Женщина,Алматы,Halyk Bank,Обычный,Колл-центр,742,1,117434.82,2,0,1,161430.93,4,1,13,728967.71,0,3.8,0
2986,30,Мужчина,Актобе,ForteBank,Обычный,Отделение,723,3,0.0,3,1,0,132022.0,1,1,16,459680.79,0,2.9,0
2987,40,Женщина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,773,4,185826.89,1,1,1,152017.1,0,3,24,519023.75,0,3.5,0
2988,43,Мужчина,Актобе,Bereke Bank,Обычный,Мобильное приложение,667,9,51851.05,3,1,0,146210.36,0,3,23,1185211.97,0,4.6,0
2989,28,Мужчина,Павлодар,Halyk Bank,Обычный,Мобильное приложение,664,6,87777.52,1,1,0,146632.63,3,1,16,45425.37,1,5.0,1
2990,70,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,586,1,41083.61,3,1,1,242184.29,1,6,15,697323.63,0,5.0,0
2991,60,Мужчина,Алматы,Kaspi Bank,Обычный,Интернет-банк,775,7,268501.87,1,0,1,172781.38,0,1,0,702519.01,0,4.6,0
2992,49,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,641,1,139933.06,1,1,1,123395.24,2,0,15,1225856.75,0,4.2,0
2993,42,Мужчина,Астана,Jusan Bank,Новый,Мобильное приложение,622,4,104135.51,2,0,0,223777.64,2,5,20,510973.03,0,4.8,0
2994,39,Мужчина,Алматы,Halyk Bank,Обычный,Отделение,614,8,41435.79,2,1,1,103193.06,0,5,8,0.0,0,4.8,0
2995,30,Женщина,Караганда,Kaspi Bank,Обычный,Мобильное приложение,707,1,150391.99,3,1,1,202954.08,1,1,11,1273398.62,0,2.7,0
2996,42,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,657,1,108046.2,3,1,1,120049.23,0,1,6,1212572.49,1,4.0,0
2997,45,Женщина,Павлодар,Kaspi Bank,Новый,Мобильное приложение,667,1,124146.06,2,1,1,222237.19,1,3,21,998881.97,0,3.9,0
2998,27,Женщина,Шымкент,Halyk Bank,Обычный,Отделение,620,6,186652.18,2,1,1,50000.0,2,0,10,1271186.49,1,4.3,0
2999,46,Женщина,Алматы,Halyk Bank,Премиальный,Колл-центр,632,10,18993.38,1,1,0,246823.28,2,3,4,1206137.17,1,4.4,1
3000,40,Мужчина,Астана,Halyk Bank,Обычный,Интернет-банк,636,4,169811.42,1,0,0,154964.59,3,4,14,1413532.9,0,4.3,1
3001,19,Женщина,Астана,Jusan Bank,Обычный,Мобильное приложение,777,8,45265.0,3,0,0,87441.11,2,2,20,1305728.82,0,3.8,0
3002,31,Мужчина,Астана,ForteBank,Обычный,Мобильное приложение,487,3,168290.27,1,1,0,91256.96,0,0,3,764402.7,0,4.1,0
3003,37,Женщина,Астана,Halyk Bank,Обычный,Интернет-банк,690,0,149229.31,2,1,0,50000.0,3,1,18,668583.85,0,3.6,0
3004,64,Женщина,Алматы,Halyk Bank,Новый,Отделение,747,7,0.0,2,0,1,116030.91,0,2,3,655581.21,0,4.3,0
3005,48,Мужчина,Шымкент,Jusan Bank,Обычный,Интернет-банк,484,5,124165.25,2,1,1,191822.6,0,4,11,935881.12,1,3.8,0
3006,25,Женщина,Астана,ForteBank,Обычный,Мобильное приложение,643,8,59021.71,2,0,1,84009.94,3,1,10,879669.33,0,2.2,0
3007,47,Женщина,Караганда,Kaspi Bank,Премиальный,Мобильное приложение,738,2,191200.25,2,1,1,136251.59,3,3,8,1060275.53,0,5.0,0
3008,23,Женщина,Караганда,Halyk Bank,Обычный,Мобильное приложение,582,9,135555.76,2,1,1,118168.15,1,2,13,496418.63,1,4.9,0
3009,54,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,674,6,45052.68,2,1,0,131394.58,2,2,1,1114756.59,1,4.6,1
3010,36,Женщина,Алматы,Kaspi Bank,Премиальный,Мобильное приложение,566,0,86908.18,2,0,0,224183.07,1,2,16,1031792.03,0,3.2,0
3011,40,Женщина,Шымкент,Kaspi Bank,Обычный,Мобильное приложение,652,1,204369.28,3,1,0,219417.49,3,2,14,1390845.97,2,2.4,1
3012,57,Мужчина,Павлодар,Kaspi Bank,Обычный,Отделение,764,4,98645.81,2,0,0,213178.7,3,4,26,887311.79,0,3.4,1
3013,26,Женщина,Астана,Jusan Bank,Обычный,Колл-центр,802,9,65270.08,1,0,1,221222.83,2,2,18,803475.87,0,5.0,0
3014,25,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,672,1,218141.71,1,1,1,211794.29,1,2,25,1028571.91,0,3.4,0
3015,34,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,534,7,136921.17,1,1,1,167058.98,2,1,5,1383241.05,1,4.2,0
3016,54,Женщина,Алматы,ForteBank,Обычный,Интернет-банк,622,4,114223.9,3,1,1,185320.87,1,5,6,989123.54,0,2.9,0
3017,23,Женщина,Астана,ForteBank,Обычный,Мобильное приложение,486,8,62366.61,2,0,1,84963.22,4,4,5,612142.47,0,3.6,0
3018,18,Женщина,Астана,Halyk Bank,Премиальный,Отделение,623,2,48919.47,2,1,0,163834.64,3,3,2,1064185.44,0,3.1,1
3019,36,Женщина,Шымкент,Halyk Bank,Обычный,Колл-центр,736,5,196014.07,2,1,1,294886.51,1,5,8,543660.53,2,4.6,0
3020,48,Мужчина,Алматы,Kaspi Bank,Новый,Мобильное приложение,527,3,78978.04,1,1,0,233975.36,1,2,7,782730.92,0,3.8,1
3021,56,Мужчина,Алматы,ForteBank,Обычный,Колл-центр,631,6,93528.06,2,1,1,251056.92,0,1,5,1014498.58,0,4.1,0
3022,36,Женщина,Астана,Halyk Bank,Обычный,Отделение,576,6,152764.21,2,0,1,173437.84,1,3,9,1446062.02,0,5.0,0
3023,37,Мужчина,Актобе,Halyk Bank,Обычный,Мобильное приложение,811,4,186976.22,2,1,1,153641.54,1,2,4,225175.07,0,3.3,1
3024,55,Женщина,Астана,Halyk Bank,Обычный,Интернет-банк,685,9,103022.36,2,1,0,147476.46,1,1,13,1321979.12,0,4.9,0
3025,19,Женщина,Павлодар,ForteBank,Обычный,Отделение,726,4,64457.52,1,0,1,117620.45,2,1,14,518803.55,1,3.6,0
3026,37,Мужчина,Астана,Halyk Bank,Премиальный,Отделение,676,3,12324.77,1,1,1,121525.85,0,0,5,1809126.95,0,4.7,0
3027,44,Мужчина,Алматы,Halyk Bank,Обычный,Отделение,718,8,252896.03,2,1,1,284298.43,1,4,11,1015885.49,0,4.4,0
3028,47,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,747,6,170419.73,1,0,0,128620.18,0,4,16,587632.09,0,3.9,0
3029,35,Женщина,Шымкент,ForteBank,Премиальный,Мобильное приложение,653,5,163571.32,2,0,0,100633.19,1,1,20,968362.08,2,3.5,0
3030,42,Женщина,Астана,Jusan Bank,Новый,Мобильное приложение,602,2,7217.5,2,1,1,224925.9,3,1,6,621289.29,0,4.3,0
3031,18,Женщина,Шымкент,Jusan Bank,Новый,Мобильное приложение,565,4,90355.4,2,1,0,158160.4,0,4,5,292761.68,1,4.7,0
3032,34,Женщина,Караганда,Bereke Bank,Премиальный,Мобильное приложение,808,3,136229.98,1,0,1,290536.71,0,1,30,332173.02,0,5.0,0
3033,47,Мужчина,Караганда,Kaspi Bank,Новый,Мобильное приложение,723,4,91127.0,3,0,1,250844.98,0,1,14,563889.47,0,3.7,0
3034,30,Мужчина,Алматы,Kaspi Bank,Новый,Мобильное приложение,449,1,60368.15,1,1,0,198620.84,2,0,12,705815.74,0,4.5,0
3035,42,Мужчина,Караганда,Halyk Bank,Обычный,Мобильное приложение,627,4,39816.73,3,1,1,155395.66,2,3,23,2010711.03,0,3.0,0
3036,47,Мужчина,Астана,Kaspi Bank,Новый,Отделение,687,6,120463.61,1,0,1,79721.79,1,1,4,0.0,0,4.5,0
3037,37,Мужчина,Астана,Kaspi Bank,Обычный,Мобильное приложение,800,9,97979.15,2,0,1,197950.83,1,0,0,482224.94,0,4.1,0
3038,44,Мужчина,Астана,Halyk Bank,Обычный,Отделение,550,9,92348.2,1,1,1,155043.74,2,0,20,942309.97,1,5.0,0
3039,30,Мужчина,Шымкент,Kaspi Bank,Обычный,Отделение,688,10,86403.93,2,1,1,50000.0,2,2,12,780817.15,1,4.2,0
3040,39,Мужчина,Алматы,Kaspi Bank,Обычный,Колл-центр,614,2,143518.0,3,1,1,215664.21,1,5,9,1690770.66,0,4.9,0
3041,49,Женщина,Астана,Bereke Bank,Премиальный,Отделение,542,3,26571.21,1,1,1,150837.67,2,0,18,786462.34,0,4.4,0
3042,43,Женщина,Астана,Kaspi Bank,Обычный,Интернет-банк,771,0,177370.39,3,1,1,136164.54,3,1,23,349902.31,0,1.9,0
3043,34,Мужчина,Астана,Kaspi Bank,Обычный,Отделение,563,8,45322.1,2,0,1,151311.02,2,1,17,1568664.32,1,4.0,0
3044,44,Женщина,Алматы,Kaspi Bank,Премиальный,Мобильное приложение,737,2,157223.94,1,1,1,180716.55,0,2,11,1756471.75,1,2.4,0
3045,50,Мужчина,Алматы,Jusan Bank,Обычный,Мобильное приложение,506,9,0.0,3,0,0,208094.26,0,1,7,1676149.58,1,3.4,0
3046,18,Женщина,Алматы,ForteBank,Новый,Отделение,605,5,128811.79,2,1,0,99895.35,1,2,11,1401197.03,1,4.4,0
3047,55,Мужчина,Астана,Kaspi Bank,Новый,Мобильное приложение,701,0,96976.62,2,0,1,91762.78,0,1,19,344005.53,0,4.3,0
3048,37,Женщина,Актобе,Kaspi Bank,Премиальный,Мобильное приложение,714,4,183265.63,2,1,1,330572.11,1,0,6,1161306.89,0,3.1,0
3049,47,Мужчина,Алматы,ForteBank,Обычный,Отделение,689,10,86942.02,3,1,1,180796.51,0,3,0,432629.66,0,3.8,0
3050,56,Женщина,Астана,Kaspi Bank,Премиальный,Мобильное приложение,738,9,153102.86,2,1,1,164880.28,0,1,12,981042.84,0,3.4,0
3051,25,Мужчина,Алматы,Bereke Bank,Обычный,Интернет-банк,624,4,123257.69,3,1,1,165239.55,0,2,23,1149085.14,1,4.9,0
3052,33,Женщина,Караганда,Halyk Bank,Обычный,Мобильное приложение,775,10,67991.76,1,1,0,235937.74,2,1,14,558263.13,0,1.8,1
3053,38,Мужчина,Алматы,Kaspi Bank,Новый,Отделение,682,4,76291.9,1,1,0,213400.49,1,5,5,1032592.42,0,3.8,1
3054,32,Мужчина,Алматы,Jusan Bank,Премиальный,Интернет-банк,716,0,109072.85,1,0,1,333404.4,1,3,6,1111424.93,2,3.2,0
3055,62,Женщина,Алматы,Halyk Bank,Обычный,Колл-центр,682,6,193248.57,1,1,1,261243.66,0,3,8,859771.62,2,4.0,0
3056,31,Мужчина,Павлодар,Kaspi Bank,Обычный,Отделение,694,4,149903.97,2,1,0,174222.58,0,2,12,263938.76,1,3.1,0
3057,35,Женщина,Шымкент,Halyk Bank,Обычный,Интернет-банк,559,0,76532.02,2,1,0,234497.35,2,3,26,1279579.67,1,5.0,0
3058,44,Мужчина,Алматы,Jusan Bank,Новый,Отделение,565,7,122662.03,3,1,0,253786.1,0,2,3,819864.62,0,4.5,1
3059,27,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,601,5,30546.52,1,1,1,50000.0,0,1,18,593696.82,0,4.6,0
3060,37,Женщина,Алматы,Halyk Bank,Обычный,Интернет-банк,696,6,76002.3,2,1,1,145115.83,2,2,3,660927.06,1,3.9,0
3061,45,Мужчина,Алматы,Kaspi Bank,Новый,Мобильное приложение,597,3,119832.78,2,1,1,245758.29,1,1,17,395730.07,0,4.7,0
3062,38,Мужчина,Караганда,Jusan Bank,Новый,Мобильное приложение,623,0,42813.47,2,1,1,170533.82,0,3,25,1279941.12,2,3.5,1
3063,40,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,643,7,95387.93,1,1,0,152301.73,2,1,18,668169.93,0,4.7,0
3064,35,Женщина,Шымкент,Kaspi Bank,Обычный,Колл-центр,777,0,213978.38,3,1,0,225037.91,2,3,3,1169329.37,0,2.6,0
